Target,Right Motor,Left Motor,Time (ms)
0,1.54,0.09,2.004
0,1.54,0.09,2.005
0,1.54,0.09,2.006
0,1.54,0.09,2.007
0,1.54,0.09,2.008
0,1.54,0.09,2.009
0,1.54,0.09,2.01
0,1.54,0.09,2.011
0,1.54,0.09,2.012
0,1.54,0.09,2.013
0,1.54,0.09,2.014
0,1.54,0.09,2.015
0,1.54,0.09,2.016
0,1.54,0.09,2.017
0,1.54,0.09,2.018
0,1.54,0.09,2.019
0,1.54,0.09,2.02
0,1.54,0.09,2.021
0,1.54,0.09,2.022
0,1.54,0.09,2.023
0,1.54,0.09,2.024
0,1.54,0.09,2.025
0,1.54,0.09,2.026
0,1.54,0.09,2.027
0,1.54,0.09,2.028
0,1.54,0.09,2.029
0,1.54,0.09,2.03
0,1.54,0.09,2.031
0,1.54,0.09,2.032
0,1.54,0.09,2.033
0,1.54,0.09,2.034
0,1.54,0.09,2.035
0,1.54,0.09,2.036
0,1.54,0.09,2.037
0,1.54,0.09,2.038
0,1.54,0.09,2.039
0,0.08,0.09,2.04
0,0.08,0.09,2.041
0,0.08,0.09,2.042
0,0.08,0.09,2.043
0,0.08,0.09,2.044
0,0.08,0.09,2.045
0,0.08,0.09,2.046
0,0.08,0.09,2.047
0,0.08,0.09,2.048
0,0.08,0.09,2.049
0,0.08,0.09,2.05
0,0.08,0.09,2.051
0,0.08,0.09,2.052
0,0.08,0.09,2.053
0,0.08,0.09,2.054
0,0.08,0.09,2.055
0,0.08,0.09,2.056
0,0.08,0.09,2.057
0,0.08,0.09,2.058
0,0.08,0.09,2.059
0,0.08,0.09,2.06
0,0.08,0.09,2.061
0,0.08,0.09,2.062
0,0.08,0.09,2.063
0,0.08,0.09,2.064
0,0.08,0.09,2.065
0,0.08,0.09,2.066
0,0.08,0.09,2.067
0,0.08,0.09,2.068
0,0.08,0.09,2.069
0,0.08,0.09,2.07
0,0.08,0.09,2.071
0,0.08,0.09,2.072
0,0.08,0.09,2.073
0,0.08,0.09,2.074
0,0.08,0.09,2.075
0,0.08,0.09,2.076
0,0.08,0.09,2.077
0,0.08,0.09,2.078
0,0.08,0.09,2.079
0,0.08,0.09,2.08
0,0.08,0.09,2.081
0,0.08,0.09,2.082
0,0.08,0.09,2.083
0,0.08,0.09,2.084
0,0.08,0.09,2.085
0,0.08,0.09,2.086
0,0.08,0.09,2.087
0,0.08,0.09,2.088
0,0.08,0.09,2.089
0,0.08,0.09,2.09
0,0.08,0.09,2.091
0,0.08,0.09,2.092
0,0.08,0.09,2.093
0,0.08,0.09,2.094
0,0.08,0.09,2.095
0,0.08,0.09,2.096
0,0.08,0.09,2.097
0,0.08,0.09,2.098
0,0.08,0.09,2.099
0,0.08,0.09,2.1
0,0.08,0.09,2.101
0,0.08,0.09,2.102
0,0.08,0.09,2.103
0,0.08,0.09,2.104
0,0.08,0.09,2.105
0,0.08,0.09,2.106
0,0.08,0.09,2.107
0,0.08,0.09,2.108
0,0.08,0.09,2.109
0,0.08,0.09,2.11
0,0.08,0.09,2.111
0,0.08,0.09,2.112
0,0.08,0.09,2.113
0,0.08,0.09,2.114
0,0.08,0.09,2.115
0,0.08,0.09,2.116
0,0.08,0.09,2.117
0,0.08,0.09,2.118
0,0.08,0.09,2.119
0,0.08,0.09,2.12
0,0.08,0.09,2.121
0,0.08,0.09,2.122
0,0.08,0.09,2.123
0,0.08,0.09,2.124
0,0.08,0.09,2.125
0,0.08,0.09,2.126
0,0.08,0.09,2.127
0,0.08,0.09,2.128
0,0.08,0.09,2.129
0,0.08,0.09,2.13
0,0.08,0.09,2.131
0,0.08,0.09,2.132
0,0.08,0.09,2.133
0,0.08,0.09,2.134
0,0.08,0.09,2.135
0,0.08,0.09,2.136
0,0.08,0.09,2.137
0,0.08,0.09,2.138
0,0.08,0.09,2.139
0,0.08,0.09,2.14
0,0.08,0.09,2.141
0,0.08,0.09,2.142
0,0.08,0.09,2.143
0,0.08,0.09,2.144
0,0.08,0.09,2.145
0,0.08,0.09,2.146
0,0.08,0.09,2.147
0,0.08,0.09,2.148
0,0.08,0.09,2.149
0,0.08,0.09,2.15
0,0.08,0.09,2.151
0,0.08,0.09,2.152
0,0.08,0.09,2.153
0,0.08,0.09,2.154
0,0.08,0.09,2.155
0,0.08,0.09,2.156
0,0.08,0.09,2.157
0,0.08,0.09,2.158
0,0.08,0.09,2.159
0,0.08,0.09,2.16
0,0.08,0.09,2.161
0,0.08,0.09,2.162
0,0.08,0.09,2.163
0,0.08,0.09,2.164
0,0.08,0.09,2.165
0,0.08,0.09,2.166
0,0.08,0.09,2.167
0,0.08,0.09,2.168
0,0.08,0.09,2.169
0,0.08,0.09,2.17
0,0.08,0.09,2.171
0,0.08,0.09,2.172
0,0.08,0.09,2.173
0,0.08,0.09,2.174
0,0.08,0.09,2.175
0,0.08,0.09,2.176
0,0.08,0.09,2.177
0,0.08,0.09,2.178
0,0.08,0.09,2.179
0,0.08,0.09,2.18
0,0.08,0.09,2.181
0,0.08,0.09,2.182
0,0.08,0.09,2.183
0,0.08,0.09,2.184
0,0.08,0.09,2.185
0,0.08,0.09,2.186
0,0.08,0.09,2.187
0,0.08,0.09,2.188
0,0.08,0.09,2.189
0,0.08,0.09,2.19
0,0.08,0.09,2.191
0,0.08,0.09,2.192
0,0.08,0.09,2.193
0,0.08,0.09,2.194
0,0.08,0.09,2.195
0,0.08,0.09,2.196
0,0.08,0.09,2.197
0,0.08,0.09,2.198
0,0.08,0.09,2.199
0,0.08,0.09,2.2
0,0.08,0.09,2.201
0,0.08,0.09,2.202
0,0.08,0.09,2.203
0,0.08,0.09,2.204
0,0.08,0.09,2.205
0,0.08,0.09,2.206
0,0.08,0.09,2.207
0,0.08,0.09,2.208
0,0.08,0.09,2.209
0,0.08,0.09,2.21
0,0.08,0.09,2.211
0,0.08,0.09,2.212
0,0.08,0.09,2.213
0,0.08,0.09,2.214
0,0.08,0.09,2.215
0,0.08,0.09,2.216
0,0.08,0.09,2.217
0,0.08,0.09,2.218
0,0.08,0.09,2.219
0,0.08,0.09,2.22
0,0.08,0.09,2.221
0,0.08,0.09,2.222
0,0.08,0.09,2.223
0,0.08,0.09,2.224
0,0.08,0.09,2.225
0,0.08,0.09,2.226
0,0.08,0.09,2.227
0,0.08,0.09,2.228
0,0.08,0.09,2.229
0,0.08,0.09,2.23
0,0.08,0.09,2.231
0,0.08,0.09,2.232
0,0.08,0.09,2.233
0,0.08,0.09,2.234
0,0.08,0.09,2.235
0,0.08,0.09,2.236
0,0.08,0.09,2.237
0,0.08,0.09,2.238
0,0.08,0.09,2.239
0,0.08,0.09,2.24
0,0.08,0.09,2.241
0,0.08,0.09,2.242
0,0.08,0.09,2.243
0,0.08,0.09,2.244
0,0.08,0.09,2.245
0,0.08,0.09,2.246
0,0.08,0.09,2.247
0,0.08,0.09,2.248
0,0.08,0.09,2.249
0,0.08,0.09,2.25
0,0.08,0.09,2.251
0,0.08,0.09,2.252
0,0.08,0.09,2.253
0,0.08,0.09,2.254
0,0.08,0.09,2.255
0,0.08,0.09,2.256
0,0.08,0.09,2.257
0,0.08,0.09,2.258
0,0.08,0.09,2.259
0,0.08,0.09,2.26
0,0.08,0.09,2.261
0,0.08,0.09,2.262
0,0.08,0.09,2.263
0,0.08,0.09,2.264
0,0.08,0.09,2.265
0,0.08,0.09,2.266
0,0.08,0.09,2.267
0,0.08,0.09,2.268
0,0.08,0.09,2.269
0,0.08,0.09,2.27
0,0.08,0.09,2.271
0,0.08,0.09,2.272
0,0.08,0.09,2.273
0,0.08,0.09,2.274
0,0.08,0.09,2.275
0,0.08,0.09,2.276
0,0.08,0.09,2.277
0,0.08,0.09,2.278
0,0.08,0.09,2.279
0,0.08,0.09,2.28
0,0.08,0.05,2.281
0,0.08,0.05,2.282
0,0.08,0.05,2.283
0,0.08,0.05,2.284
0,0.08,0.05,2.285
0,0.08,0.05,2.286
0,0.08,0.05,2.287
0,0.08,0.05,2.288
0,0.08,0.05,2.289
0,0.08,0.05,2.29
0,0.08,0.05,2.291
0,0.08,0.05,2.292
0,0.08,0.05,2.293
0,0.08,0.05,2.294
0,0.08,0.05,2.295
0,0.08,0.05,2.296
0,0.08,0.05,2.297
0,0.08,0.05,2.298
0,0.08,1.37,2.299
0,0.08,1.37,2.3
0,0.08,1.37,2.301
0,0.08,1.37,2.302
0,0.08,1.37,2.303
0,0.08,1.37,2.304
0,0.08,1.37,2.305
0,0.08,1.37,2.306
0,0.08,1.37,2.307
0,0.08,1.37,2.308
0,0.08,1.37,2.309
0,0.08,1.37,2.31
0,0.08,1.37,2.311
0,0.08,1.37,2.312
0,0.08,1.37,2.313
0,0.08,1.37,2.314
0,0.08,1.37,2.315
0,0.08,1.37,2.316
0,0.08,1.37,2.317
0,0.08,1.37,2.318
50,0.08,1.37,2.319
50,0.08,1.37,2.32
50,0.08,1.37,2.321
50,0.08,1.37,2.322
50,0.08,0.98,2.323
50,0.08,0.98,2.324
50,0.08,0.98,2.325
50,0.08,0.98,2.326
50,0.08,6.28,2.327
50,0.08,6.28,2.328
50,8.61,9.79,2.329
50,8.61,9.79,2.33
50,11.22,12,2.331
50,13.45,12,2.332
50,13.45,14.11,2.333
50,15.07,15.78,2.334
50,16.56,15.78,2.335
50,18.06,17.2,2.336
50,19.21,18.65,2.337
50,20.75,19.99,2.338
50,21.74,20.83,2.339
50,22.64,21.92,2.34
50,23.66,22.7,2.341
50,24.44,23.8,2.342
50,25.23,24.92,2.343
50,26.25,26.68,2.344
50,26.97,27.75,2.345
50,28.87,27.95,2.346
50,29.44,28.9,2.347
50,30.08,29.62,2.348
50,30.91,30.41,2.349
50,31.61,31.52,2.35
50,33.03,32.38,2.351
50,33.37,32.64,2.352
50,33.88,32.74,2.353
50,34.15,33.86,2.354
50,34.96,34.23,2.355
50,36.06,35.57,2.356
50,36.34,35.53,2.357
50,36.57,35.49,2.358
50,36.83,36.44,2.359
50,37.38,37.05,2.36
50,38.44,37.86,2.361
50,38.72,37.63,2.362
50,38.94,37.97,2.363
50,39.38,38.53,2.364
50,39.46,39.06,2.365
50,40.3,39.28,2.366
50,40.32,39.26,2.367
50,40.14,40.01,2.368
50,40.66,40.37,2.369
50,41.36,40.98,2.37
50,41.25,40.56,2.371
50,41.34,40.53,2.372
50,41.58,41.17,2.373
50,42.23,41.97,2.374
50,42.2,41.5,2.375
50,42.2,41.45,2.376
50,42.43,42.03,2.377
50,43.07,42.78,2.378
50,43.16,42.14,2.379
50,43.16,42.03,2.38
