target,right,left,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.19,
0,1.54,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,2.13,1.73,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.62,1.53,
0,1.35,1.53,
0,1.35,1.53,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.35,1.22,
0,1.87,1.22,
0,1.87,1.22,
0,1.87,1.22,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.87,1.78,
0,1.37,1.78,
0,1.37,1.78,
0,1.37,1.78,
0,1.37,1.78,
0,1.37,1.78,
0,1.37,1.26,
0,1.37,1.26,
0,1.37,1.26,
0,1.37,1.26,
0,1.37,1.26,
0,1.37,1.26,
0,1.37,1.26,
0,1.37,1.26,
0,1.37,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.71,1.26,
0,1.7,1.26,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.7,0.95,
0,1.45,0.95,
0,1.45,0.95,
0,1.45,0.95,
0,1.45,1.39,
0,1.45,1.39,
0,1.45,1.39,
0,1.45,1.39,
0,1.45,1.39,
0,1.45,1.39,
0,1.45,1.39,
0,1.45,1.39,
0,1.45,1.39,
0,1.45,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.87,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.42,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.36,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
0,1.6,1.39,
50,1.6,1.39,
50,1.6,1.39,
50,1.6,1.39,
50,1.6,0.04,
50,0.04,0.04,
50,0.04,0.04,
50,0.04,0.04,
50,6.16,5.37,
50,6.16,5.37,
50,6.16,5.37,
50,9.54,9.35,
50,9.54,9.35,
50,11.94,11.83,
50,13.99,13.85,
50,13.99,13.85,
50,15.53,15.38,
50,17.34,17.08,
50,18.56,18.53,
50,19.69,19.77,
50,20.85,21.06,
50,21.78,22.33,
50,22.74,22.99,
50,23.91,23.8,
50,24.8,24.29,
50,26.17,25.13,
50,26.95,26.03,
50,28.45,27.26,
50,28.96,28.14,
50,29.47,28.18,
50,30.74,28.66,
50,31.79,29.43,
50,32.55,30.19,
50,33.02,31.11,
50,33.44,31.94,
50,34.17,31.76,
50,35.41,32.2,
50,35.71,32.74,
50,36.13,33.67,
50,36.23,34.88,
50,36.79,34.49,
50,37.86,34.72,
50,38.23,35.17,
50,38.63,36.04,
50,38.6,37.03,
50,39.26,36.64,
50,40.17,36.7,
50,40.24,37.4,
50,40.04,37.9,
50,40.53,38.68,
50,41.25,38.39,
50,41.17,38.63,
50,41.2,39.36,
50,41.47,39.53,
50,42.03,39.71,
50,42.06,39.71,
50,42,40.37,
50,42.26,40.72,
50,42.9,40.74,
50,42.93,40.88,
50,43.07,40.77,
50,43.37,41.39,
50,44.05,42.17,
50,44.05,41.61,
50,44.05,41.53,
50,44.14,42.14,
50,44.61,42.93,
50,44.52,42.4,
50,44.39,42.4,
50,44.64,43.01,
50,45.29,43.89,
50,45.22,43.19,
50,45.19,43.19,
50,45.32,43.61,
50,45.79,44.33,
50,45.65,43.58,
50,45.59,43.34,
50,45.69,43.86,
50,46.3,44.52,
50,46.09,43.95,
50,45.65,43.95,
50,45.99,44.45,
50,46.64,45.22,
50,46.47,44.48,
50,46.06,44.23,
50,46.4,44.67,
50,46.75,45.32,
50,46.64,44.67,
50,46.68,44.61,
50,47.24,45.09,
50,47.03,45.96,
50,46.78,45.03,
50,46.85,44.8,
50,47.42,45.26,
50,47.17,45.99,
50,46.71,45.36,
50,46.99,45.26,
50,47.71,45.79,
50,47.46,45.52,
50,46.96,45.19,
50,47.82,45.92,
50,47.71,45.92,
50,47.6,45.72,
50,47.56,45.55,
50,47.97,45.99,
50,47.67,46.13,
50,47.38,45.99,
50,47.67,45.92,
50,48.08,46.36,
50,47.82,47.03,
50,47.42,46.19,
50,48.3,45.89,
50,48.08,46.36,
50,47.75,47.17,
50,47.82,46.33,
50,48.37,45.99,
50,48,46.5,
50,47.56,46.43,
50,47.86,46.09,
50,48.41,46.61,
50,48.08,46.75,
50,48,46.5,
50,48.49,46.16,
50,48.26,46.71,
50,47.97,47.46,
50,47.97,46.61,
50,48.56,46.3,
50,48.23,46.85,
50,47.71,47.56,
50,48,46.78,
50,48.6,46.47,
50,48.15,46.96,
50,48.11,46.89,
50,48.52,46.57,
50,48.34,47.1,
50,48.19,47.17,
50,48.08,46.96,
50,48.6,46.61,
50,48.3,47.24,
50,47.82,47.89,
50,48.11,47.06,
50,48.41,46.82,
50,48.26,47.24,
50,48.19,47.97,
50,48.6,46.75,
50,48.34,47.31,
50,47.89,47.38,
50,48.23,47.24,
50,48.6,46.96,
50,48.34,47.35,
50,48.19,48.11,
50,48.68,47.31,
50,48.52,47.06,
50,48.26,47.49,
50,48.23,48.08,
50,48.64,47.31,
50,48.37,47.49,
50,47.93,47.56,
50,48.26,47.35,
50,48.75,46.99,
50,48.26,47.6,
50,48.26,47.75,
50,48.75,47.49,
50,48.52,47.24,
50,48.26,47.71,
50,48.26,48.41,
50,48.75,47.56,
50,48.41,47.21,
50,47.97,47.75,
50,48.87,47.6,
50,48.68,47.28,
50,48.37,47.71,
50,48.41,47.86,
50,48.94,47.67,
50,48.6,47.53,
50,48.11,47.89,
50,48.49,48.56,
50,48.98,47.78,
50,48.56,47.49,
50,48.56,47.93,
50,49.1,47.78,
50,48.87,47.42,
50,48.6,47.97,
50,48.6,48.04,
50,49.14,47.89,
50,48.83,47.71,
50,48.37,48.11,
50,49.14,48.79,
50,48.9,47.97,
50,48.75,48.15,
50,48.64,48.26,
50,49.17,48,
50,48.83,47.53,
50,48.34,48.11,
50,48.56,48.87,
50,49.21,47.97,
50,48.79,47.67,
50,48.71,48.08,
50,49.17,48.94,
50,48.98,47.67,
50,48.41,48.19,
50,48.68,48.26,
50,49.33,48.08,
50,48.94,47.75,
50,48.75,48.26,
50,49.29,48.98,
50,49.17,48.11,
50,48.94,47.67,
50,48.75,48.19,
50,49.41,48.11,
50,48.9,47.64,
50,48.49,48.15,
50,48.75,48.26,
50,49.14,48.04,
50,48.9,47.71,
50,48.94,48.19,
50,49.41,48.79,
50,48.94,47.93,
50,48.6,47.75,
50,48.83,48.19,
50,49.45,47.97,
50,49.02,47.53,
50,48.98,48.15,
50,49.45,48.19,
50,49.14,47.93,
50,48.56,47.71,
50,48.83,48.15,
50,49.45,48.83,
50,49.14,47.97,
50,48.94,48.19,
50,49.45,48.34,
50,49.29,48,
50,49.06,47.6,
50,48.87,48.26,
50,49.45,49.02,
50,49.1,48.11,
50,48.6,47.78,
50,49.41,48.26,
50,49.25,49.02,
50,48.98,47.78,
50,48.94,48.3,
50,49.52,48.37,
50,49.14,48.15,
50,48.64,47.78,
50,48.9,48.34,
50,49.29,49.06,
50,49.1,48.11,
50,49.06,47.78,
50,49.49,48.23,
50,49.14,48.15,
50,48.71,47.75,
50,48.94,48.23,
50,49.52,48.34,
50,49.25,48.15,
50,49.06,47.89,
50,49.56,48.41,
50,49.29,49.1,
50,49.1,48.19,
50,48.9,48.04,
50,49.49,48.49,
50,49.14,48.34,
50,48.64,47.89,
50,49.49,48.41,
50,49.29,49.1,
50,49.06,48.3,
50,49.02,48.08,
50,49.49,48.49,
50,49.29,49.06,
50,48.64,47.86,
50,48.9,48.45,
50,49.25,48.56,
50,49.06,48.3,
50,49.02,47.89,
50,49.56,48.52,
50,49.17,49.21,
50,48.68,48.41,
50,48.94,48.15,
50,49.49,48.6,
50,49.06,48.37,
50,49.06,47.97,
50,49.56,48.71,
50,49.25,48.87,
50,48.68,48.56,
50,48.94,48.34,
50,49.45,48.79,
50,49.21,49.45,
50,49.06,48.19,
50,49.56,48.83,
50,49.29,48.94,
50,48.98,48.64,
50,49.02,48.45,
50,49.52,48.98,
50,49.21,49.72,
50,48.68,48.87,
50,49.64,48.56,
50,49.37,49.21,
50,49.1,48.87,
50,49.14,48.52,
50,49.56,49.21,
50,49.21,49.96,
50,48.75,49.02,
50,49.68,48.71,
50,49.37,49.21,
50,49.1,49.02,
50,49.17,48.64,
50,49.6,49.25,
50,49.25,49.96,
50,48.87,49.06,
50,49.1,48.79,
50,49.41,49.25,
50,49.06,49.06,
50,49.06,48.64,
50,49.6,49.25,
50,49.21,49.37,
50,48.79,49.1,
50,49.1,48.87,
50,49.56,49.29,
50,49.1,50,
50,49.17,48.71,
50,49.72,49.29,
50,49.41,49.37,
50,48.83,49.14,
50,49.17,48.87,
50,49.6,49.33,
50,49.33,50,
50,49.29,49.1,
50,49.68,49.25,
50,49.49,49.33,
50,48.9,49.02,
50,49.25,48.52,
50,49.68,49.17,
50,49.41,49.8,
50,49.29,48.94,
50,49.8,48.71,
50,49.49,49.21,
50,49.37,48.94,
50,49.33,48.49,
50,49.72,49.21,
50,49.41,49.84,
50,49.02,48.94,
50,49.76,48.71,
50,49.52,49.14,
50,49.37,48.94,
50,49.33,48.52,
50,49.68,49.25,
50,49.33,49.21,
50,48.94,49.02,
50,49.72,48.79,
50,49.52,49.21,
50,49.33,49.88,
50,49.29,48.6,
50,49.72,49.21,
50,49.37,49.29,
50,48.94,49.06,
50,49.25,48.79,
50,49.56,49.21,
50,49.41,49.92,
50,49.33,49.06,
50,49.88,49.21,
50,49.45,49.37,
50,48.98,49.06,
50,49.29,48.64,
50,49.76,49.25,
50,49.56,49.88,
50,49.49,49.02,
50,49.96,48.83,
50,49.6,49.21,
50,49.14,49.02,
50,49.37,48.45,
50,49.68,49.21,
50,49.49,49.88,
50,49.41,49.02,
50,49.88,48.9,
50,49.6,49.33,
50,49.06,49.14,
50,49.33,48.75,
50,49.88,49.33,
50,49.45,49.96,
50,49.45,49.14,
50,49.96,48.98,
50,49.52,49.45,
50,49.1,49.25,
50,49.37,48.87,
50,49.84,49.41,
50,49.37,49.52,
50,49.41,49.25,
50,49.88,49.06,
50,49.68,49.52,
50,49.1,50.12,
50,49.45,48.94,
50,49.88,49.45,
50,49.33,49.52,
50,49.41,49.29,
50,49.92,49.1,
50,49.68,49.6,
50,49.1,50.2,
50,49.37,48.98,
50,49.84,49.49,
50,49.49,49.64,
50,49.37,49.45,
50,49.92,49.17,
50,49.72,49.64,
50,49.14,50.32,
50,49.49,49.41,
50,49.88,49.52,
50,49.6,49.64,
50,49.41,49.52,
50,49.92,49.25,
50,49.72,49.76,
50,49.52,50.53,
50,49.49,49.6,
50,49.88,49.72,
50,49.52,49.8,
50,49.41,49.64,
50,49.88,49.37,
50,49.64,49.92,
50,49.52,50.65,
50,49.37,49.68,
50,49.88,49.96,
50,49.56,50.04,
50,49.06,49.72,
50,49.84,49.49,
50,49.68,50,
50,49.49,50.73,
50,49.41,49.72,
50,50.12,49.88,
50,49.56,50.08,
50,49.14,49.8,
50,49.92,49.6,
50,49.68,50,
50,49.49,50.69,
50,49.45,49.8,
50,49.92,50,
50,49.56,50.32,
50,49.02,49.84,
50,49.92,49.6,
50,49.68,50.04,
50,49.45,50.65,
50,49.45,49.8,
50,50,50,
50,49.56,50.04,
50,49.1,49.84,
50,49.33,49.64,
50,49.64,50.12,
50,49.37,50.81,
50,49.45,49.56,
50,49.88,50.04,
50,49.52,50.12,
50,49.06,49.92,
50,49.52,49.6,
50,49.72,50.12,
50,49.33,50.85,
50,49.41,49.6,
50,49.96,50.12,
50,49.56,50.24,
50,49.1,49.96,
50,49.41,49.72,
50,49.88,50.2,
50,49.41,50.94,
50,49.41,49.56,
50,49.96,50.2,
50,49.6,50.28,
50,49.17,50,
50,49.49,49.76,
50,50.04,50.2,
50,49.52,50.81,
50,49.41,49.6,
50,49.96,50.2,
50,49.76,50.24,
50,49.17,50.08,
50,49.49,49.8,
50,49.92,50.24,
50,49.56,50.85,
50,49.52,49.64,
50,49.92,50.12,
50,49.68,50.2,
50,49.14,50,
50,49.49,49.52,
